code,code_desc,p1,p2,p3,p4,p5
A3689,Other diphtheritic complications,Other diphtheria,Diphtheria,Other bacterial diseases,Certain infectious and parasitic diseases,root
A368,Other diphtheria,,Diphtheria,Other bacterial diseases,Certain infectious and parasitic diseases,root
A369,Diphtheria unspecified,,Diphtheria,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3700,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3701,Whooping cough due to Bordetella pertussis with pneumonia,Whooping cough due to Bordetella pertussis,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A370,Whooping cough due to Bordetella pertussis,,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3710,Whooping cough due to Bordetella parapertussis without pneumonia,Whooping cough due to Bordetella parapertussis,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3711,Whooping cough due to Bordetella parapertussis with pneumonia,Whooping cough due to Bordetella parapertussis,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A371,Whooping cough due to Bordetella parapertussis,,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3780,Whooping cough due to other Bordetella species without pneumonia,Whooping cough due to other Bordetella species,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3781,Whooping cough due to other Bordetella species with pneumonia,Whooping cough due to other Bordetella species,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A378,Whooping cough due to other Bordetella species,,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3790,Whooping cough unspecified species without pneumonia,Whooping cough unspecified species,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3791,Whooping cough unspecified species with pneumonia,Whooping cough unspecified species,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A379,Whooping cough unspecified species,,Whooping cough,Other bacterial diseases,Certain infectious and parasitic diseases,root
A380,Scarlet fever with otitis media,,Scarlet fever,Other bacterial diseases,Certain infectious and parasitic diseases,root
A381,Scarlet fever with myocarditis,,Scarlet fever,Other bacterial diseases,Certain infectious and parasitic diseases,root
A388,Scarlet fever with other complications,,Scarlet fever,Other bacterial diseases,Certain infectious and parasitic diseases,root
A389,Scarlet fever uncomplicated,,Scarlet fever,Other bacterial diseases,Certain infectious and parasitic diseases,root
A390,Meningococcal meningitis,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A391,Waterhouse-Friderichsen syndrome,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A392,Acute meningococcemia,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A393,Chronic meningococcemia,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A394,Meningococcemia unspecified,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3950,Meningococcal carditis unspecified,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3951,Meningococcal endocarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3952,Meningococcal myocarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3953,Meningococcal pericarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A395,Meningococcal heart disease,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3981,Meningococcal encephalitis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3982,Meningococcal retrobulbar neuritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3983,Meningococcal arthritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3984,Postmeningococcal arthritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A3989,Other meningococcal infections,Other meningococcal infections,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A398,Other meningococcal infections,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A399,Meningococcal infection unspecified,,Meningococcal infection,Other bacterial diseases,Certain infectious and parasitic diseases,root
A400,Sepsis due to streptococcus group A,,Streptococcal sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A401,Sepsis due to streptococcus group B,,Streptococcal sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A403,Sepsis due to Streptococcus pneumoniae,,Streptococcal sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A408,Other streptococcal sepsis,,Streptococcal sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A409,Streptococcal sepsis unspecified,,Streptococcal sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,Sepsis due to Staphylococcus aureus,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,Sepsis due to Staphylococcus aureus,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A410,Sepsis due to Staphylococcus aureus,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A411,Sepsis due to other specified staphylococcus,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A412,Sepsis due to unspecified staphylococcus,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A413,Sepsis due to Hemophilus influenzae,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A414,Sepsis due to anaerobes,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4150,Gram-negative sepsis unspecified,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4151,Sepsis due to Escherichia coli [E. coli],Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4152,Sepsis due to Pseudomonas,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4153,Sepsis due to Serratia,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4159,Other Gram-negative sepsis,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A415,Sepsis due to other Gram-negative organisms,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4181,Sepsis due to Enterococcus,Other specified sepsis,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4189,Other specified sepsis,Other specified sepsis,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A418,Other specified sepsis,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A419,Sepsis unspecified organism,,Other sepsis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A420,Pulmonary actinomycosis,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A421,Abdominal actinomycosis,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A422,Cervicofacial actinomycosis,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A427,Actinomycotic sepsis,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4281,Actinomycotic meningitis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4282,Actinomycotic encephalitis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4289,Other forms of actinomycosis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A428,Other forms of actinomycosis,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A429,Actinomycosis unspecified,,Actinomycosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A430,Pulmonary nocardiosis,,Nocardiosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A431,Cutaneous nocardiosis,,Nocardiosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A438,Other forms of nocardiosis,,Nocardiosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A439,Nocardiosis unspecified,,Nocardiosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A440,Systemic bartonellosis,,Bartonellosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A441,Cutaneous and mucocutaneous bartonellosis,,Bartonellosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A448,Other forms of bartonellosis,,Bartonellosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A449,Bartonellosis unspecified,,Bartonellosis,Other bacterial diseases,Certain infectious and parasitic diseases,root
A46,Erysipelas,,Erysipelas,Other bacterial diseases,Certain infectious and parasitic diseases,root
A480,Gas gangrene,,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A481,Legionnaires' disease,,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A482,Nonpneumonic Legionnaires' disease [Pontiac fever],,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A483,Toxic shock syndrome,,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A484,Brazilian purpuric fever,,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4851,Infant botulism,Other specified botulism,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
A4852,Wound botulism,Other specified botulism,Other bacterial diseases not elsewhere classified,Other bacterial diseases,Certain infectious and parasitic diseases,root
