code,code_desc,inclusions,exclusions,sub_sub_block,sub_block,block,category,chapter
1F410,plasmodium vivax malaria with rupture of spleen,,,,malaria due to plasmodium vivax,malaria,parasitic diseases,certain infectious or parasitic diseases
1F41Y,malaria due to plasmodium vivax with other complications,,,,malaria due to plasmodium vivax,malaria,parasitic diseases,certain infectious or parasitic diseases
1F41Z,plasmodium vivax malaria without complication,,,,malaria due to plasmodium vivax,malaria,parasitic diseases,certain infectious or parasitic diseases
1F42,malaria due to plasmodium malariae,,"['when mixed with plasmodium vivax', 'when mixed with plasmodium falciparum']",,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F420,plasmodium malariae malaria with nephropathy,,,,malaria due to plasmodium malariae,malaria,parasitic diseases,certain infectious or parasitic diseases
1F42Y,malaria due to plasmodium malariae with other complications,,,,malaria due to plasmodium malariae,malaria,parasitic diseases,certain infectious or parasitic diseases
1F42Z,plasmodium malariae malaria without complication,,,,malaria due to plasmodium malariae,malaria,parasitic diseases,certain infectious or parasitic diseases
1F43,malaria due to plasmodium ovale,,"['when mixed with plasmodium malariae', 'when mixed with plasmodium falciparum', 'when mixed with plasmodium vivax']",,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F44,other parasitologically confirmed malaria,,,,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F45,malaria without parasitological confirmation,['clinically diagnosed malaria without parasitological confirmation'],,,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F4Z,"malaria, unspecified",,,,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F50,acanthamoebiasis,"['keratoconjunctivitis due to acanthamoeba', 'conjunctivitis due to acanthamoeba']",,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F51,african trypanosomiasis,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F510,gambiense trypanosomiasis,"['west african sleeping sickness', 'infection due to trypanosoma brucei gambiense']",,,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F5100,meningitis in gambiense trypanosomiasis,,,gambiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F510Y,other specified gambiense trypanosomiasis,,,gambiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F510Z,"gambiense trypanosomiasis, unspecified",,,gambiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F511,rhodesiense trypanosomiasis,"['east african sleeping sickness', 'infection due to trypanosoma brucei rhodesiense']",,,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F5110,meningitis in rhodesiense trypanosomiasis,,,rhodesiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F511Y,other specified rhodesiense trypanosomiasis,,,rhodesiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F511Z,"rhodesiense trypanosomiasis, unspecified",,,rhodesiense trypanosomiasis,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F51Y,other specified african trypanosomiasis,,,,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F51Z,"african trypanosomiasis, unspecified",,,,african trypanosomiasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F52,babesiosis,['piroplasmosis'],,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F53,chagas disease,"['american trypanosomiasis', 'infection due to trypanosoma cruzi']",,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F531,acute chagas disease without heart involvement,,,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F532,chronic chagas disease with heart involvement,"[""chagas' disease with myocarditis""]",,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F533,chagas disease with digestive system involvement,,,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F534,meningitis in chagas disease,,,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F53Y,other specified chagas disease,,,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F53Z,"chagas disease, unspecified",,,,chagas disease,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F54,leishmaniasis,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F540,visceral leishmaniasis,['kala-azar'],,,leishmaniasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F541,cutaneous leishmaniasis,,,,leishmaniasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F542,mucocutaneous leishmaniasis,['leishmania braziliensis infection'],,,leishmaniasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F54Z,"leishmaniasis, unspecified",,,,leishmaniasis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F55,naegleriasis,['primary amoebic meningoencephalitis'],,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F56,rhinosporidiosis,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F57,toxoplasmosis,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F570,hepatitis due to toxoplasma gondii,,,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F571,meningoencephalitis due to toxoplasma gondii,['toxoplasma meningoencephalitis'],,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F572,pulmonary toxoplasmosis due to toxoplasma gondii,['pulmonary toxoplasmosis'],,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F573,eye disease due to toxoplasma gondii,['toxoplasma oculopathy'],,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F57Y,other specified toxoplasmosis,,,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F57Z,"toxoplasmosis, unspecified",,,,toxoplasmosis,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F58,microsporidiosis,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F5Z,unspecified protozoal disease,,,,,nonintestinal protozoal diseases,parasitic diseases,certain infectious or parasitic diseases
1F60,angiostrongyliasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F600,eosinophilic meningitis due to angiostrongylus cantonensis,,,angiostrongyliasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F601,intestinal angiostrongyliasis,,,angiostrongyliasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F60Y,other specified angiostrongyliasis,,,angiostrongyliasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F60Z,"angiostrongyliasis, unspecified",,,angiostrongyliasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F61,anisakiasis,['infection due to anisakis larvae'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F62,ascariasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F63,capillariasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F630,capillariasis of the intestine,,['capillariasis due to capillaria hepatica'],capillariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F63Y,other specified capillariasis,,,capillariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F63Z,"capillariasis, unspecified",,,capillariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F64,dracunculiasis,['guinea worm infestation'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F65,enterobiasis,"['pinworm infection', 'threadworm infection', 'oxyuriasis']",,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F66,filariasis,,['onchocerciasis'],,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F660,loiasis,"['eye worm disease of africa', 'loa loa infestation', 'calabar swelling']",,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F661,mansonelliasis,,,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F662,filariasis due to brugia species,,,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F663,lymphatic filariasis,,['lymphoedema due to lymphatic filariasis'],filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F664,subcutaneous dirofilariasis,,,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F66Y,other specified filariasis,,,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F66Z,"filariasis, unspecified",,,filariasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F67,gnathostomiasis,['wandering swelling'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F68,hookworm diseases,['hook-worm infestation by ancylostoma'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F680,ancylostomiasis,,,hookworm diseases,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F681,necatoriasis,['infection due to necator americanus'],,hookworm diseases,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F682,cutaneous larva migrans,,,hookworm diseases,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F69,oesophagostomiasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6A,onchocerciasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6A0,onchocerciasis of the eye,['ocular onchocerciasis'],,onchocerciasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6A1,onchocerciasis of the skin,['cutaneous onchocerciasis'],,onchocerciasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6AY,other specified onchocerciasis,,,onchocerciasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6AZ,"onchocerciasis, unspecified",,,onchocerciasis,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6B,strongyloidiasis,,['trichostrongyliasis'],,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6C,syngamosis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6D,toxocariasis,['toxocara infestation'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6E,trichinosis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6F,trichostrongyliasis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6G,trichuriasis,['trichocephaliasis'],,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6H,uncinariosis,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6Y,other specified diseases due to nematodes,,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F6Z,"diseases due to nematodes, unspecified",,,,diseases due to nematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F70,cysticercosis,['cysticerciasis infection due to larval form of taenia solium'],,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F700,cysticercosis of central nervous system,,,cysticercosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F701,cysticercosis of eye,,,cysticercosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F70Y,other specified cysticercosis,,,cysticercosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F70Z,"cysticercosis, unspecified",,,cysticercosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F71,diphyllobothriasis,,['larval diphyllobothriasis'],,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F72,dipylidiasis,,,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F73,echinococcosis,['hydatidosis'],,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F730,echinococcus infection of liver,,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F731,echinococcus infection of lung,,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F732,echinococcus infection of bone,,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F733,echinococcus infection of central nervous system,,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F73Y,other specified echinococcosis,,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F73Z,"echinococcosis, unspecified",,,echinococcosis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F74,hymenolepiasis,,,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F75,sparganosis,"['larval diphyllobothriasis', 'spirometrosis']",,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F76,taeniasis,,['cysticercosis'],,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F760,taeniasis due to taenia solium,['taenia solium taeniasis'],,taeniasis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F761,taeniasis due to taenia saginata,"['infection due to adult tapeworm taenia saginata', 'taenia saginata taeniasis']",,taeniasis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F76Y,other specified taeniasis,,,taeniasis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F76Z,"taeniasis, unspecified",,,taeniasis,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F7Y,other specified diseases due to cestodes,,,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F7Z,"diseases due to cestodes, unspecified",,,,diseases due to cestodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F80,clonorchiasis,"['chinese liver fluke disease', 'oriental liver fluke disease', 'infection due to clonorchis sinensis']",,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F81,dicrocoeliasis,['lancet fluke infection'],,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F82,fascioliasis,['sheep liver fluke disease'],,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F83,fasciolopsiasis,,,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F84,opisthorchiasis,,,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F85,paragonimiasis,"['lung fluke disease', 'infection due to paragonimus species', 'infestation due to paragonimus species']",,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F86,schistosomiasis,['snail fever'],,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F860,schistosomiasis due to schistosoma haematobium,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F861,schistosomiasis due to schistosoma mansoni,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F862,schistosomiasis due to schistosoma japonicum,['asiatic schistosomiasis'],,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F863,other schistosomiases,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F864,cercarial dermatitis,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F865,schistosomal pneumonitis,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F86Z,schistosomiasis due to unspecified or unknown schistosoma species,,,schistosomiasis,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F8Y,other specified diseases due to trematodes,,,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F8Z,"diseases due to trematodes, unspecified",,,,diseases due to trematodes,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F90,other and unspecified infestation by parasitic worms,,,,,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F900,mixed intestinal helminthiases,,,,other and unspecified infestation by parasitic worms,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F901,intestinal parasitic infestation not otherwise specified,,,,other and unspecified infestation by parasitic worms,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F902,"intestinal helminthiasis, unspecified",,,,other and unspecified infestation by parasitic worms,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F90Y,other specified other and unspecified infestation by parasitic worms,,,,other and unspecified infestation by parasitic worms,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F90Z,"other and unspecified infestation by parasitic worms, unspecified",,,,other and unspecified infestation by parasitic worms,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F91,diphyllobothriasis and sparganosis,,,,,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1F9Z,"helminthiases, unspecified",,,,,helminthiases,parasitic diseases,certain infectious or parasitic diseases
1G00,pediculosis,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G000,pediculosis capitis,,,,pediculosis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G001,pediculosis corporis,,,,pediculosis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G00Z,pediculosis of unspecified site or type,,,,pediculosis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G01,myiasis,['infestation by larvae of flies'],,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G010,ocular myiasis,,,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G011,nasopharyngeal myiasis,,,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G012,laryngeal myiasis,,,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G013,cutaneous myiasis,['wound myiasis'],,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G01Y,other specified myiasis,,,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G01Z,"myiasis, unspecified",,,,myiasis,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G02,external hirudiniasis,,['internal hirudiniasis'],,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G03,pthiriasis,['infestation by crab lice'],,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G04,scabies,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G040,classical scabies,,,,scabies,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G041,crusted scabies,,,,scabies,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G04Y,other and unspecified scabies,,,,scabies,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G05,tungiasis,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G06,cimicosis,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G07,infestation by mites,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G070,infestation by demodex,,,,infestation by mites,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G07Y,infestation of the skin by other specified parasitic mites,,,,infestation by mites,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G0Y,infestation by other specified ectoparasite,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G0Z,infestation by unknown or unspecified ectoparasite,,,,,infestations by ectoparasites,parasitic diseases,certain infectious or parasitic diseases
1G2Y,other specified parasitic diseases,,,,,,parasitic diseases,certain infectious or parasitic diseases
1G2Z,unspecified parasitic diseases,,,,,,parasitic diseases,certain infectious or parasitic diseases
1G40,sepsis without septic shock,,"['septicaemia', 'sepsis of fetus or newborn']",,,,sepsis,certain infectious or parasitic diseases
1G41,sepsis with septic shock,,"['sepsis of fetus or newborn', 'septicaemia']",,,,sepsis,certain infectious or parasitic diseases
1G60.0,mycetoma of unknown or unspecified type,,"['actinomycetoma', 'eumycetoma']",,,,certain other disorders of infectious origin,certain infectious or parasitic diseases
1G60.1,pythiosis,,,,,,certain other disorders of infectious origin,certain infectious or parasitic diseases
1G60.2,protothecosis,,,,,,certain other disorders of infectious origin,certain infectious or parasitic diseases
1G60.Y,other specified disorders of infectious origin not elsewhere classified,,,,,,certain other disorders of infectious origin,certain infectious or parasitic diseases
1G80,sequelae of tuberculosis,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G81,sequelae of trachoma,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G82,sequelae of leprosy,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G83,sequelae of poliomyelitis,,['post polio progressive muscular atrophy'],,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G84,sequelae of viral encephalitis,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G85,sequelae of diphtheria,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1G8Y,sequelae of other specified infectious diseases,,,,,,sequelae of infectious diseases,certain infectious or parasitic diseases
1H0Z,"infection, unspecified",,,,,,,certain infectious or parasitic diseases
