code,code_desc,inclusions,exclusions,block,category,chapter
B691,cysticercosis of eye,,,cysticercosis,helminthiases,certain infectious and parasitic diseases
B698,cysticercosis of other sites,,,cysticercosis,helminthiases,certain infectious and parasitic diseases
B699,"cysticercosis, unspecified",,,cysticercosis,helminthiases,certain infectious and parasitic diseases
B70,diphyllobothriasis and sparganosis,,,diphyllobothriasis and sparganosis,helminthiases,certain infectious and parasitic diseases
B700,diphyllobothriasis,"['diphyllobothrium (adult)(latum)(pacificum) infection', 'fish tapeworm (infection)']",['larval diphyllobothriasis'],diphyllobothriasis and sparganosis,helminthiases,certain infectious and parasitic diseases
B701,sparganosis,"['infection due to: sparganum (mansoni)(proliferum)', 'infection due to: spirometra larvae', 'larval diphyllobothriasis', 'spirometrosis']",,diphyllobothriasis and sparganosis,helminthiases,certain infectious and parasitic diseases
B71,other cestode infections,,,other cestode infections,helminthiases,certain infectious and parasitic diseases
B710,hymenolepiasis,"['dwarf tapeworm (infection)', 'rat tapeworm (infection)']",,other cestode infections,helminthiases,certain infectious and parasitic diseases
B711,dipylidiasis,,,other cestode infections,helminthiases,certain infectious and parasitic diseases
B718,other specified cestode infections,['coenurosis'],,other cestode infections,helminthiases,certain infectious and parasitic diseases
B719,"cestode infection, unspecified",['tapeworm (infection) nos'],,other cestode infections,helminthiases,certain infectious and parasitic diseases
B72,dracunculiasis,,,dracunculiasis,helminthiases,certain infectious and parasitic diseases
B73,onchocerciasis,,,onchocerciasis,helminthiases,certain infectious and parasitic diseases
B74,filariasis,,,filariasis,helminthiases,certain infectious and parasitic diseases
B740,filariasis due to wuchereria bancrofti,"['bancroftian: elephantiasis', 'bancroftian: filariasis']",,filariasis,helminthiases,certain infectious and parasitic diseases
B741,filariasis due to brugia malayi,,,filariasis,helminthiases,certain infectious and parasitic diseases
B742,filariasis due to brugia timori,,,filariasis,helminthiases,certain infectious and parasitic diseases
B743,loiasis,"['calabar swelling', 'eyeworm disease of africa', 'loa loa infection']",,filariasis,helminthiases,certain infectious and parasitic diseases
B744,mansonelliasis,"['infection due to mansonella: ozzardi', 'infection due to mansonella: perstans', 'infection due to mansonella: streptocerca']",,filariasis,helminthiases,certain infectious and parasitic diseases
B748,other filariases,['dirofilariasis'],,filariasis,helminthiases,certain infectious and parasitic diseases
B749,"filariasis, unspecified",,,filariasis,helminthiases,certain infectious and parasitic diseases
B75,trichinellosis,,,trichinellosis,helminthiases,certain infectious and parasitic diseases
B76,hookworm diseases,,,hookworm diseases,helminthiases,certain infectious and parasitic diseases
B760,ancylostomiasis,['infection due to ancylostoma species'],,hookworm diseases,helminthiases,certain infectious and parasitic diseases
B761,necatoriasis,['infection due to necator americanus'],,hookworm diseases,helminthiases,certain infectious and parasitic diseases
B768,other hookworm diseases,,,hookworm diseases,helminthiases,certain infectious and parasitic diseases
B769,"hookworm disease, unspecified",['cutaneous larva migrans nos'],,hookworm diseases,helminthiases,certain infectious and parasitic diseases
B77,ascariasis,,,ascariasis,helminthiases,certain infectious and parasitic diseases
B770,ascariasis with intestinal complications,,,ascariasis,helminthiases,certain infectious and parasitic diseases
B778,ascariasis with other complications,,,ascariasis,helminthiases,certain infectious and parasitic diseases
B779,"ascariasis, unspecified",,,ascariasis,helminthiases,certain infectious and parasitic diseases
B78,strongyloidiasis,,,strongyloidiasis,helminthiases,certain infectious and parasitic diseases
B780,intestinal strongyloidiasis,,,strongyloidiasis,helminthiases,certain infectious and parasitic diseases
B781,cutaneous strongyloidiasis,,,strongyloidiasis,helminthiases,certain infectious and parasitic diseases
B787,disseminated strongyloidiasis,,,strongyloidiasis,helminthiases,certain infectious and parasitic diseases
B789,"strongyloidiasis, unspecified",,,strongyloidiasis,helminthiases,certain infectious and parasitic diseases
B79,trichuriasis,,,trichuriasis,helminthiases,certain infectious and parasitic diseases
B80,enterobiasis,,,enterobiasis,helminthiases,certain infectious and parasitic diseases
B81,"other intestinal helminthiases, not elsewhere classified",,,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B810,anisakiasis,['infection due to anisakis larvae'],,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B811,intestinal capillariasis,"['capillariasis nos', 'infection due to capillaria philippinensis']",['hepatic capillariasis'],"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B812,trichostrongyliasis,,,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B813,intestinal angiostrongyliasis,"['angiostrongyliasis due to: angiostrongylus costaricensis', 'angiostrongyliasis due to: parastrongylus costaricensis']",,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B814,mixed intestinal helminthiases,"['infection due to intestinal helminths classifiable to more than one of the categories b65.0-b81.3 and b81.8', 'mixed helminthiasis nos']",,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B818,other specified intestinal helminthiases,"['infection due to: oesophagostomum species [oesophagostomiasis]', 'infection due to: ternidens deminutus [ternidensiasis]', 'infection due to: ternidens diminutus [ternidensiasis]']",,"other intestinal helminthiases, not elsewhere classified",helminthiases,certain infectious and parasitic diseases
B82,unspecified intestinal parasitism,,,unspecified intestinal parasitism,helminthiases,certain infectious and parasitic diseases
B820,"intestinal helminthiasis, unspecified",,,unspecified intestinal parasitism,helminthiases,certain infectious and parasitic diseases
B829,"intestinal parasitism, unspecified",,,unspecified intestinal parasitism,helminthiases,certain infectious and parasitic diseases
B83,other helminthiases,,,other helminthiases,helminthiases,certain infectious and parasitic diseases
B830,visceral larva migrans,['toxocariasis'],,other helminthiases,helminthiases,certain infectious and parasitic diseases
B831,gnathostomiasis,['wandering swelling'],,other helminthiases,helminthiases,certain infectious and parasitic diseases
B832,angiostrongyliasis due to parastrongylus cantonensis,"['angiostrongyliasis due to angiostrongylus cantonensis', 'eosinophilic meningoencephalitis']",['intestinal angiostrongyliasis'],other helminthiases,helminthiases,certain infectious and parasitic diseases
B833,syngamiasis,['syngamosis'],,other helminthiases,helminthiases,certain infectious and parasitic diseases
B834,internal hirudiniasis,,['external hirudiniasis'],other helminthiases,helminthiases,certain infectious and parasitic diseases
B838,other specified helminthiases,"['acanthocephaliasis', 'gongylonemiasis', 'hepatic capillariasis', 'metastrongyliasis', 'thelaziasis']",,other helminthiases,helminthiases,certain infectious and parasitic diseases
B839,"helminthiasis, unspecified",['worms nos'],['intestinal helminthiasis nos'],other helminthiases,helminthiases,certain infectious and parasitic diseases
B85,pediculosis and phthiriasis,,,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B850,pediculosis due to pediculus humanus capitis,['head-louse infestation'],,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B851,pediculosis due to pediculus humanus corporis,['body-louse infestation'],,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B852,"pediculosis, unspecified",,,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B853,phthiriasis,"['infestation by: crab-louse', 'infestation by: phthirus pubis']",,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B854,mixed pediculosis and phthiriasis,['infestation classifiable to more than one of the categories b85.0-b85.3'],,pediculosis and phthiriasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B86,scabies,,,scabies,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B87,myiasis,,,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B870,cutaneous myiasis,['creeping myiasis'],,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B871,wound myiasis,['traumatic myiasis'],,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B872,ocular myiasis,,,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B873,nasopharyngeal myiasis,['laryngeal myiasis'],,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B874,aural myiasis,,,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B878,myiasis of other sites,"['genitourinary myiasis', 'intestinal myiasis']",,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B879,"myiasis, unspecified",,,myiasis,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B88,other infestations,,,other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B880,other acariasis,"['acarine dermatitis', 'dermatitis due to: demodex species', 'dermatitis due to: dermanyssus gallinae', 'dermatitis due to: liponyssoides sanguineus', 'trombiculosis']",['scabies'],other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B881,tungiasis [sandflea infestation],,,other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B882,other arthropod infestations,['scarabiasis'],,other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B883,external hirudiniasis,['leech infestation nos'],['internal hirudiniasis'],other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B888,other specified infestations,"['ichthyoparasitism due to vandellia cirrhosa', 'linguatulosis', 'porocephaliasis']",,other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B889,"infestation, unspecified","['infestation (skin) nos', 'infestation by mites nos', 'skin parasites nos']",,other infestations,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B89,unspecified parasitic disease,,,unspecified parasitic disease,"pediculosis, acariasis and other infestations",certain infectious and parasitic diseases
B90,sequelae of tuberculosis,,,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B900,sequelae of central nervous system tuberculosis,,,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B901,sequelae of genitourinary tuberculosis,,,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B902,sequelae of tuberculosis of bones and joints,,,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B908,sequelae of tuberculosis of other organs,,,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B909,sequelae of respiratory and unspecified tuberculosis,['sequelae of tuberculosis nos'],,sequelae of tuberculosis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B91,sequelae of poliomyelitis,,,sequelae of poliomyelitis,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B92,sequelae of leprosy,,,sequelae of leprosy,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B94,sequelae of other and unspecified infectious and parasitic diseases,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B940,sequelae of trachoma,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B941,sequelae of viral encephalitis,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B942,sequelae of viral hepatitis,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B948,sequelae of other specified infectious and parasitic diseases,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B949,sequelae of unspecified infectious or parasitic disease,,,sequelae of other and unspecified infectious and parasitic diseases,sequelae of infectious and parasitic diseases,certain infectious and parasitic diseases
B95,streptococcus and staphylococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B950,"streptococcus, group a, as the cause of diseases classified to other chapters",,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B951,"streptococcus, group b, as the cause of diseases classified to other chapters",,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B952,streptococcus group d and enterococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B953,streptococcus pneumoniae as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B954,other streptococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B955,unspecified streptococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B956,staphylococcus aureus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B957,other staphylococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B958,unspecified staphylococcus as the cause of diseases classified to other chapters,,,streptococcus and staphylococcus as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B96,other specified bacterial agents as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B960,mycoplasma pneumoniae [m. pneumoniae] as the cause of diseases classified to other chapters,['pleuro-pneumonia-like-organism [pplo]'],,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B961,klebsiella pneumoniae [k. pneumoniae] as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B962,escherichia coli [e. coli] as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B963,haemophilus influenzae [h. influenzae] as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B964,proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B965,pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B966,bacillus fragilis [b. fragilis] as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B967,clostridium perfringens [c. perfringens] as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B968,other specified bacterial agents as the cause of diseases classified to other chapters,,,other specified bacterial agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B97,viral agents as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B970,adenovirus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B971,enterovirus as the cause of diseases classified to other chapters,"['coxsackievirus', 'echovirus']",,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B972,coronavirus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B973,retrovirus as the cause of diseases classified to other chapters,"['lentivirus', 'oncovirus']",,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B974,respiratory syncytial virus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B975,reovirus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B976,parvovirus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B977,papillomavirus as the cause of diseases classified to other chapters,,,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B978,other viral agents as the cause of diseases classified to other chapters,['human metapneumovirus'],,viral agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B98,other specified infectious agents as the cause of diseases classified to other chapters,,,other specified infectious agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B980,helicobacter pylori [h.pylori] as the cause of diseases classified to other chapters,,,other specified infectious agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B981,vibrio vulnificus as the cause of diseases classified to other chapters,,,other specified infectious agents as the cause of diseases classified to other chapters,"bacterial, viral and other infectious agents",certain infectious and parasitic diseases
B99,other and unspecified infectious diseases,,,other and unspecified infectious diseases,other infectious diseases,certain infectious and parasitic diseases
